word,language,lang_code,seed_word,meaning_en,category,domain,morph_type,ipa,x1_weight,x2_time,x3_space,x4_flow,x5_hardness,x6_moisture,x7_freq_hz,x8_decay,color_hex
선뜻 두근두근하고,KR,ko,산닷 도간도간하고,"willingly / readily repeated throbbing heart, pit-a-pat excitement (in a state and...)",Pathomime (Emotion),Psychological / Emotion,REDUP(첩어・동일),sʌnt͈ɯs̚ tukɯntukɯnhako,8,4,4,8,5,5,950.0,2,#2F4F4F
단번에 두근두근하고,KR,ko,단반에 도간도간하고,"all at once / instantly repeated throbbing heart, pit-a-pat excitement (in a state and...)",Pathomime (Emotion),Psychological / Emotion,REDUP(첩어・동일),tanpʌne tukɯntukɯnhako,5,4,3,7,2,5,450.0,2,#2F4F4F
한번에 두근두근하고,KR,ko,한반에 도간도간하고,"in a single burst repeated throbbing heart, pit-a-pat excitement (in a state and...)",Pathomime (Emotion),Psychological / Emotion,REDUP(첩어・동일),hanpʌne tukɯntukɯnhako,5,4,3,7,2,5,450.0,2,#2F4F4F
살짝 콩닥,KR,ko,살작 공닥,"slightly / gently beating fast, pounding excitement",Pathomime (Emotion),Psychological / Emotion,SUFFIX(어미변화),saltɕ͈ak̚ kʰoŋtak̚,4,2,4,8,5,5,2600.0,8,#FFD700
슬쩍 콩닥,KR,ko,살작 공닥,"stealthily / quietly beating fast, pounding excitement",Pathomime (Emotion),Psychological / Emotion,SUFFIX(어미변화),sɯltɕ͈ʌk̚ kʰoŋtak̚,4,2,4,8,5,5,2600.0,8,#FFD700
선뜻 콩닥,KR,ko,산닷 공닥,"willingly / readily beating fast, pounding excitement",Pathomime (Emotion),Psychological / Emotion,SUFFIX(어미변화),sʌnt͈ɯs̚ kʰoŋtak̚,4,2,4,8,5,5,2600.0,8,#FFD700
단번에 콩닥,KR,ko,단반에 공닥,"all at once / instantly beating fast, pounding excitement",Pathomime (Emotion),Psychological / Emotion,SUFFIX(어미변화),tanpʌne kʰoŋtak̚,3,2,4,7,5,5,2900.0,8,#FFD700
한번에 콩닥,KR,ko,한반에 공닥,"in a single burst beating fast, pounding excitement",Pathomime (Emotion),Psychological / Emotion,SUFFIX(어미변화),hanpʌne kʰoŋtak̚,3,2,4,7,5,5,2900.0,8,#FFD700
살짝 콩닥콩닥,KR,ko,살작 공닥공닥,"slightly / gently repeated beating fast, pounding excitement",Pathomime (Emotion),Psychological / Emotion,REDUP(첩어・동일),saltɕ͈ak̚ kʰoŋtak̚kʰoŋtak̚,4,4,4,8,5,5,2600.0,8,#FFD700
슬쩍 콩닥콩닥,KR,ko,살작 공닥공닥,"stealthily / quietly repeated beating fast, pounding excitement",Pathomime (Emotion),Psychological / Emotion,REDUP(첩어・동일),sɯltɕ͈ʌk̚ kʰoŋtak̚kʰoŋtak̚,4,4,4,8,5,5,2600.0,8,#FFD700
선뜻 콩닥콩닥,KR,ko,산닷 공닥공닥,"willingly / readily repeated beating fast, pounding excitement",Pathomime (Emotion),Psychological / Emotion,REDUP(첩어・동일),sʌnt͈ɯs̚ kʰoŋtak̚kʰoŋtak̚,4,4,4,8,5,5,2600.0,8,#FFD700
단번에 콩닥콩닥,KR,ko,단반에 공닥공닥,"all at once / instantly repeated beating fast, pounding excitement",Pathomime (Emotion),Psychological / Emotion,REDUP(첩어・동일),tanpʌne kʰoŋtak̚kʰoŋtak̚,3,4,4,7,5,5,2900.0,8,#FFD700
한번에 콩닥콩닥,KR,ko,한반에 공닥공닥,"in a single burst repeated beating fast, pounding excitement",Pathomime (Emotion),Psychological / Emotion,REDUP(첩어・동일),hanpʌne kʰoŋtak̚kʰoŋtak̚,3,4,4,7,5,5,2900.0,8,#FFD700
살짝 콩닥콩닥콩닥,KR,ko,살작 공닥공닥공닥,"slightly / gently continuous repeated beating fast, pounding excitement",Pathomime (Emotion),Psychological / Emotion,REDUP(첩어・동일),saltɕ͈ak̚ kʰoŋtak̚kʰoŋtak̚kʰoŋtak̚,4,4,4,8,5,5,2600.0,8,#FFD700
슬쩍 콩닥콩닥콩닥,KR,ko,살작 공닥공닥공닥,"stealthily / quietly continuous repeated beating fast, pounding excitement",Pathomime (Emotion),Psychological / Emotion,REDUP(첩어・동일),sɯltɕ͈ʌk̚ kʰoŋtak̚kʰoŋtak̚kʰoŋtak̚,4,4,4,8,5,5,2600.0,8,#FFD700
선뜻 콩닥콩닥콩닥,KR,ko,산닷 공닥공닥공닥,"willingly / readily continuous repeated beating fast, pounding excitement",Pathomime (Emotion),Psychological / Emotion,REDUP(첩어・동일),sʌnt͈ɯs̚ kʰoŋtak̚kʰoŋtak̚kʰoŋtak̚,4,4,4,8,5,5,2600.0,8,#FFD700
단번에 콩닥콩닥콩닥,KR,ko,단반에 공닥공닥공닥,"all at once / instantly continuous repeated beating fast, pounding excitement",Pathomime (Emotion),Psychological / Emotion,REDUP(첩어・동일),tanpʌne kʰoŋtak̚kʰoŋtak̚kʰoŋtak̚,3,4,4,7,5,5,2900.0,8,#FFD700
한번에 콩닥콩닥콩닥,KR,ko,한반에 공닥공닥공닥,"in a single burst continuous repeated beating fast, pounding excitement",Pathomime (Emotion),Psychological / Emotion,REDUP(첩어・동일),hanpʌne kʰoŋtak̚kʰoŋtak̚kʰoŋtak̚,3,4,4,7,5,5,2900.0,8,#FFD700
살짝 콩닥거리다,KR,ko,살작 공닥,"slightly / gently beating fast, pounding excitement (continuous / repeated motion or sound)",Pathomime (Emotion),Psychological / Emotion,STEM+GEORIDA,saltɕ͈ak̚ kʰoŋtak̚kʌrita,4,2,4,8,5,5,2600.0,8,#FFD700
슬쩍 콩닥거리다,KR,ko,살작 공닥,"stealthily / quietly beating fast, pounding excitement (continuous / repeated motion or sound)",Pathomime (Emotion),Psychological / Emotion,STEM+GEORIDA,sɯltɕ͈ʌk̚ kʰoŋtak̚kʌrita,4,2,4,8,5,5,2600.0,8,#FFD700
선뜻 콩닥거리다,KR,ko,산닷 공닥,"willingly / readily beating fast, pounding excitement (continuous / repeated motion or sound)",Pathomime (Emotion),Psychological / Emotion,STEM+GEORIDA,sʌnt͈ɯs̚ kʰoŋtak̚kʌrita,4,2,4,8,5,5,2600.0,8,#FFD700
단번에 콩닥거리다,KR,ko,단반에 공닥,"all at once / instantly beating fast, pounding excitement (continuous / repeated motion or sound)",Pathomime (Emotion),Psychological / Emotion,STEM+GEORIDA,tanpʌne kʰoŋtak̚kʌrita,3,2,4,7,5,5,2900.0,8,#FFD700
한번에 콩닥거리다,KR,ko,한반에 공닥,"in a single burst beating fast, pounding excitement (continuous / repeated motion or sound)",Pathomime (Emotion),Psychological / Emotion,STEM+GEORIDA,hanpʌne kʰoŋtak̚kʌrita,3,2,4,7,5,5,2900.0,8,#FFD700
살짝 콩닥대다,KR,ko,살작 공닥,"slightly / gently beating fast, pounding excitement (intensive / frequent action)",Pathomime (Emotion),Psychological / Emotion,STEM+DAEDA,saltɕ͈ak̚ kʰoŋtak̚tɛta,4,2,4,8,5,5,2600.0,8,#FFD700
슬쩍 콩닥대다,KR,ko,살작 공닥,"stealthily / quietly beating fast, pounding excitement (intensive / frequent action)",Pathomime (Emotion),Psychological / Emotion,STEM+DAEDA,sɯltɕ͈ʌk̚ kʰoŋtak̚tɛta,4,2,4,8,5,5,2600.0,8,#FFD700
선뜻 콩닥대다,KR,ko,산닷 공닥,"willingly / readily beating fast, pounding excitement (intensive / frequent action)",Pathomime (Emotion),Psychological / Emotion,STEM+DAEDA,sʌnt͈ɯs̚ kʰoŋtak̚tɛta,4,2,4,8,5,5,2600.0,8,#FFD700
단번에 콩닥대다,KR,ko,단반에 공닥,"all at once / instantly beating fast, pounding excitement (intensive / frequent action)",Pathomime (Emotion),Psychological / Emotion,STEM+DAEDA,tanpʌne kʰoŋtak̚tɛta,3,2,4,7,5,5,2900.0,8,#FFD700
한번에 콩닥대다,KR,ko,한반에 공닥,"in a single burst beating fast, pounding excitement (intensive / frequent action)",Pathomime (Emotion),Psychological / Emotion,STEM+DAEDA,hanpʌne kʰoŋtak̚tɛta,3,2,4,7,5,5,2900.0,8,#FFD700
살짝 콩닥콩닥대다,KR,ko,살작 공닥공닥,"slightly / gently repeated beating fast, pounding excitement (intensive / frequent action)",Pathomime (Emotion),Psychological / Emotion,STEM+DAEDA,saltɕ͈ak̚ kʰoŋtak̚kʰoŋtak̚tɛta,4,4,4,8,5,5,2600.0,8,#FFD700
슬쩍 콩닥콩닥대다,KR,ko,살작 공닥공닥,"stealthily / quietly repeated beating fast, pounding excitement (intensive / frequent action)",Pathomime (Emotion),Psychological / Emotion,STEM+DAEDA,sɯltɕ͈ʌk̚ kʰoŋtak̚kʰoŋtak̚tɛta,4,4,4,8,5,5,2600.0,8,#FFD700
선뜻 콩닥콩닥대다,KR,ko,산닷 공닥공닥,"willingly / readily repeated beating fast, pounding excitement (intensive / frequent action)",Pathomime (Emotion),Psychological / Emotion,STEM+DAEDA,sʌnt͈ɯs̚ kʰoŋtak̚kʰoŋtak̚tɛta,4,4,4,8,5,5,2600.0,8,#FFD700
단번에 콩닥콩닥대다,KR,ko,단반에 공닥공닥,"all at once / instantly repeated beating fast, pounding excitement (intensive / frequent action)",Pathomime (Emotion),Psychological / Emotion,STEM+DAEDA,tanpʌne kʰoŋtak̚kʰoŋtak̚tɛta,3,4,4,7,5,5,2900.0,8,#FFD700
한번에 콩닥콩닥대다,KR,ko,한반에 공닥공닥,"in a single burst repeated beating fast, pounding excitement (intensive / frequent action)",Pathomime (Emotion),Psychological / Emotion,STEM+DAEDA,hanpʌne kʰoŋtak̚kʰoŋtak̚tɛta,3,4,4,7,5,5,2900.0,8,#FFD700
살짝 콩닥이다,KR,ko,살작 공닥,"slightly / gently beating fast, pounding excitement (innate physical motion or state)",Pathomime (Emotion),Psychological / Emotion,STEM+IDA,saltɕ͈ak̚ kʰoŋtak̚ita,4,2,4,8,5,5,2600.0,8,#FFD700
슬쩍 콩닥이다,KR,ko,살작 공닥,"stealthily / quietly beating fast, pounding excitement (innate physical motion or state)",Pathomime (Emotion),Psychological / Emotion,STEM+IDA,sɯltɕ͈ʌk̚ kʰoŋtak̚ita,4,2,4,8,5,5,2600.0,8,#FFD700
선뜻 콩닥이다,KR,ko,산닷 공닥,"willingly / readily beating fast, pounding excitement (innate physical motion or state)",Pathomime (Emotion),Psychological / Emotion,STEM+IDA,sʌnt͈ɯs̚ kʰoŋtak̚ita,4,2,4,8,5,5,2600.0,8,#FFD700
단번에 콩닥이다,KR,ko,단반에 공닥,"all at once / instantly beating fast, pounding excitement (innate physical motion or state)",Pathomime (Emotion),Psychological / Emotion,STEM+IDA,tanpʌne kʰoŋtak̚ita,3,2,4,7,5,5,2900.0,8,#FFD700
한번에 콩닥이다,KR,ko,한반에 공닥,"in a single burst beating fast, pounding excitement (innate physical motion or state)",Pathomime (Emotion),Psychological / Emotion,STEM+IDA,hanpʌne kʰoŋtak̚ita,3,2,4,7,5,5,2900.0,8,#FFD700
살짝 콩닥콩닥이다,KR,ko,살작 공닥공닥,"slightly / gently repeated beating fast, pounding excitement (innate physical motion or state)",Pathomime (Emotion),Psychological / Emotion,STEM+IDA,saltɕ͈ak̚ kʰoŋtak̚kʰoŋtak̚ita,4,4,4,8,5,5,2600.0,8,#FFD700
슬쩍 콩닥콩닥이다,KR,ko,살작 공닥공닥,"stealthily / quietly repeated beating fast, pounding excitement (innate physical motion or state)",Pathomime (Emotion),Psychological / Emotion,STEM+IDA,sɯltɕ͈ʌk̚ kʰoŋtak̚kʰoŋtak̚ita,4,4,4,8,5,5,2600.0,8,#FFD700
선뜻 콩닥콩닥이다,KR,ko,산닷 공닥공닥,"willingly / readily repeated beating fast, pounding excitement (innate physical motion or state)",Pathomime (Emotion),Psychological / Emotion,STEM+IDA,sʌnt͈ɯs̚ kʰoŋtak̚kʰoŋtak̚ita,4,4,4,8,5,5,2600.0,8,#FFD700
단번에 콩닥콩닥이다,KR,ko,단반에 공닥공닥,"all at once / instantly repeated beating fast, pounding excitement (innate physical motion or state)",Pathomime (Emotion),Psychological / Emotion,STEM+IDA,tanpʌne kʰoŋtak̚kʰoŋtak̚ita,3,4,4,7,5,5,2900.0,8,#FFD700
한번에 콩닥콩닥이다,KR,ko,한반에 공닥공닥,"in a single burst repeated beating fast, pounding excitement (innate physical motion or state)",Pathomime (Emotion),Psychological / Emotion,STEM+IDA,hanpʌne kʰoŋtak̚kʰoŋtak̚ita,3,4,4,7,5,5,2900.0,8,#FFD700
살짝 콩닥하다,KR,ko,살작 공닥,"slightly / gently beating fast, pounding excitement (adjective/verb state or action)",Pathomime (Emotion),Psychological / Emotion,STEM+HADA,saltɕ͈ak̚ kʰoŋtak̚hata,4,2,4,8,5,5,2600.0,8,#FFD700
슬쩍 콩닥하다,KR,ko,살작 공닥,"stealthily / quietly beating fast, pounding excitement (adjective/verb state or action)",Pathomime (Emotion),Psychological / Emotion,STEM+HADA,sɯltɕ͈ʌk̚ kʰoŋtak̚hata,4,2,4,8,5,5,2600.0,8,#FFD700
선뜻 콩닥하다,KR,ko,산닷 공닥,"willingly / readily beating fast, pounding excitement (adjective/verb state or action)",Pathomime (Emotion),Psychological / Emotion,STEM+HADA,sʌnt͈ɯs̚ kʰoŋtak̚hata,4,2,4,8,5,5,2600.0,8,#FFD700
단번에 콩닥하다,KR,ko,단반에 공닥,"all at once / instantly beating fast, pounding excitement (adjective/verb state or action)",Pathomime (Emotion),Psychological / Emotion,STEM+HADA,tanpʌne kʰoŋtak̚hata,3,2,4,7,5,5,2900.0,8,#FFD700
한번에 콩닥하다,KR,ko,한반에 공닥,"in a single burst beating fast, pounding excitement (adjective/verb state or action)",Pathomime (Emotion),Psychological / Emotion,STEM+HADA,hanpʌne kʰoŋtak̚hata,3,2,4,7,5,5,2900.0,8,#FFD700
살짝 콩닥콩닥하다,KR,ko,살작 공닥공닥,"slightly / gently repeated beating fast, pounding excitement (adjective/verb state or action)",Pathomime (Emotion),Psychological / Emotion,STEM+HADA,saltɕ͈ak̚ kʰoŋtak̚kʰoŋtak̚hata,4,4,4,8,5,5,2600.0,8,#FFD700
슬쩍 콩닥콩닥하다,KR,ko,살작 공닥공닥,"stealthily / quietly repeated beating fast, pounding excitement (adjective/verb state or action)",Pathomime (Emotion),Psychological / Emotion,STEM+HADA,sɯltɕ͈ʌk̚ kʰoŋtak̚kʰoŋtak̚hata,4,4,4,8,5,5,2600.0,8,#FFD700
선뜻 콩닥콩닥하다,KR,ko,산닷 공닥공닥,"willingly / readily repeated beating fast, pounding excitement (adjective/verb state or action)",Pathomime (Emotion),Psychological / Emotion,STEM+HADA,sʌnt͈ɯs̚ kʰoŋtak̚kʰoŋtak̚hata,4,4,4,8,5,5,2600.0,8,#FFD700
단번에 콩닥콩닥하다,KR,ko,단반에 공닥공닥,"all at once / instantly repeated beating fast, pounding excitement (adjective/verb state or action)",Pathomime (Emotion),Psychological / Emotion,STEM+HADA,tanpʌne kʰoŋtak̚kʰoŋtak̚hata,3,4,4,7,5,5,2900.0,8,#FFD700
한번에 콩닥콩닥하다,KR,ko,한반에 공닥공닥,"in a single burst repeated beating fast, pounding excitement (adjective/verb state or action)",Pathomime (Emotion),Psychological / Emotion,STEM+HADA,hanpʌne kʰoŋtak̚kʰoŋtak̚hata,3,4,4,7,5,5,2900.0,8,#FFD700
살짝 콩닥스럽다,KR,ko,살작 공닥사랍다,"slightly / gently beating fast, pounding excitement (characteristic quality)",Pathomime (Emotion),Psychological / Emotion,SUFFIX(어미변화),saltɕ͈ak̚ kʰoŋtak̚sɯrʌp̚ta,4,2,4,8,5,5,2600.0,8,#FFD700
슬쩍 콩닥스럽다,KR,ko,살작 공닥사랍다,"stealthily / quietly beating fast, pounding excitement (characteristic quality)",Pathomime (Emotion),Psychological / Emotion,SUFFIX(어미변화),sɯltɕ͈ʌk̚ kʰoŋtak̚sɯrʌp̚ta,4,2,4,8,5,5,2600.0,8,#FFD700
선뜻 콩닥스럽다,KR,ko,산닷 공닥사랍다,"willingly / readily beating fast, pounding excitement (characteristic quality)",Pathomime (Emotion),Psychological / Emotion,SUFFIX(어미변화),sʌnt͈ɯs̚ kʰoŋtak̚sɯrʌp̚ta,4,2,4,8,5,5,2600.0,8,#FFD700
단번에 콩닥스럽다,KR,ko,단반에 공닥사랍다,"all at once / instantly beating fast, pounding excitement (characteristic quality)",Pathomime (Emotion),Psychological / Emotion,SUFFIX(어미변화),tanpʌne kʰoŋtak̚sɯrʌp̚ta,3,2,4,7,5,5,2900.0,8,#FFD700
한번에 콩닥스럽다,KR,ko,한반에 공닥사랍다,"in a single burst beating fast, pounding excitement (characteristic quality)",Pathomime (Emotion),Psychological / Emotion,SUFFIX(어미변화),hanpʌne kʰoŋtak̚sɯrʌp̚ta,3,2,4,7,5,5,2900.0,8,#FFD700
살짝 콩닥맞다,KR,ko,살작 공닥맞다,"slightly / gently beating fast, pounding excitement (fitting quality / tendency)",Pathomime (Emotion),Psychological / Emotion,SUFFIX(어미변화),saltɕ͈ak̚ kʰoŋtak̚mat̚ta,4,2,4,8,5,5,2600.0,8,#FFD700
슬쩍 콩닥맞다,KR,ko,살작 공닥맞다,"stealthily / quietly beating fast, pounding excitement (fitting quality / tendency)",Pathomime (Emotion),Psychological / Emotion,SUFFIX(어미변화),sɯltɕ͈ʌk̚ kʰoŋtak̚mat̚ta,4,2,4,8,5,5,2600.0,8,#FFD700
선뜻 콩닥맞다,KR,ko,산닷 공닥맞다,"willingly / readily beating fast, pounding excitement (fitting quality / tendency)",Pathomime (Emotion),Psychological / Emotion,SUFFIX(어미변화),sʌnt͈ɯs̚ kʰoŋtak̚mat̚ta,4,2,4,8,5,5,2600.0,8,#FFD700
단번에 콩닥맞다,KR,ko,단반에 공닥맞다,"all at once / instantly beating fast, pounding excitement (fitting quality / tendency)",Pathomime (Emotion),Psychological / Emotion,SUFFIX(어미변화),tanpʌne kʰoŋtak̚mat̚ta,3,2,4,7,5,5,2900.0,8,#FFD700
한번에 콩닥맞다,KR,ko,한반에 공닥맞다,"in a single burst beating fast, pounding excitement (fitting quality / tendency)",Pathomime (Emotion),Psychological / Emotion,SUFFIX(어미변화),hanpʌne kʰoŋtak̚mat̚ta,3,2,4,7,5,5,2900.0,8,#FFD700
살짝 콩닥콩닥맞다,KR,ko,살작 공닥공닥맞다,"slightly / gently repeated beating fast, pounding excitement (fitting quality / tendency)",Pathomime (Emotion),Psychological / Emotion,REDUP(첩어・동일),saltɕ͈ak̚ kʰoŋtak̚kʰoŋtak̚mat̚ta,4,4,4,8,5,5,2600.0,8,#FFD700
슬쩍 콩닥콩닥맞다,KR,ko,살작 공닥공닥맞다,"stealthily / quietly repeated beating fast, pounding excitement (fitting quality / tendency)",Pathomime (Emotion),Psychological / Emotion,REDUP(첩어・동일),sɯltɕ͈ʌk̚ kʰoŋtak̚kʰoŋtak̚mat̚ta,4,4,4,8,5,5,2600.0,8,#FFD700
선뜻 콩닥콩닥맞다,KR,ko,산닷 공닥공닥맞다,"willingly / readily repeated beating fast, pounding excitement (fitting quality / tendency)",Pathomime (Emotion),Psychological / Emotion,REDUP(첩어・동일),sʌnt͈ɯs̚ kʰoŋtak̚kʰoŋtak̚mat̚ta,4,4,4,8,5,5,2600.0,8,#FFD700
단번에 콩닥콩닥맞다,KR,ko,단반에 공닥공닥맞다,"all at once / instantly repeated beating fast, pounding excitement (fitting quality / tendency)",Pathomime (Emotion),Psychological / Emotion,REDUP(첩어・동일),tanpʌne kʰoŋtak̚kʰoŋtak̚mat̚ta,3,4,4,7,5,5,2900.0,8,#FFD700
한번에 콩닥콩닥맞다,KR,ko,한반에 공닥공닥맞다,"in a single burst repeated beating fast, pounding excitement (fitting quality / tendency)",Pathomime (Emotion),Psychological / Emotion,REDUP(첩어・동일),hanpʌne kʰoŋtak̚kʰoŋtak̚mat̚ta,3,4,4,7,5,5,2900.0,8,#FFD700
살짝 콩닥하게,KR,ko,살작 공닥하게,"slightly / gently beating fast, pounding excitement (in a manner of...)",Pathomime (Emotion),Psychological / Emotion,SUFFIX(어미변화),saltɕ͈ak̚ kʰoŋtak̚hake,4,2,4,8,5,5,2600.0,8,#FFD700
슬쩍 콩닥하게,KR,ko,살작 공닥하게,"stealthily / quietly beating fast, pounding excitement (in a manner of...)",Pathomime (Emotion),Psychological / Emotion,SUFFIX(어미변화),sɯltɕ͈ʌk̚ kʰoŋtak̚hake,4,2,4,8,5,5,2600.0,8,#FFD700
선뜻 콩닥하게,KR,ko,산닷 공닥하게,"willingly / readily beating fast, pounding excitement (in a manner of...)",Pathomime (Emotion),Psychological / Emotion,SUFFIX(어미변화),sʌnt͈ɯs̚ kʰoŋtak̚hake,4,2,4,8,5,5,2600.0,8,#FFD700
단번에 콩닥하게,KR,ko,단반에 공닥하게,"all at once / instantly beating fast, pounding excitement (in a manner of...)",Pathomime (Emotion),Psychological / Emotion,SUFFIX(어미변화),tanpʌne kʰoŋtak̚hake,3,2,4,7,5,5,2900.0,8,#FFD700
한번에 콩닥하게,KR,ko,한반에 공닥하게,"in a single burst beating fast, pounding excitement (in a manner of...)",Pathomime (Emotion),Psychological / Emotion,SUFFIX(어미변화),hanpʌne kʰoŋtak̚hake,3,2,4,7,5,5,2900.0,8,#FFD700
살짝 콩닥콩닥하게,KR,ko,살작 공닥공닥하게,"slightly / gently repeated beating fast, pounding excitement (in a manner of...)",Pathomime (Emotion),Psychological / Emotion,REDUP(첩어・동일),saltɕ͈ak̚ kʰoŋtak̚kʰoŋtak̚hake,4,4,4,8,5,5,2600.0,8,#FFD700
슬쩍 콩닥콩닥하게,KR,ko,살작 공닥공닥하게,"stealthily / quietly repeated beating fast, pounding excitement (in a manner of...)",Pathomime (Emotion),Psychological / Emotion,REDUP(첩어・동일),sɯltɕ͈ʌk̚ kʰoŋtak̚kʰoŋtak̚hake,4,4,4,8,5,5,2600.0,8,#FFD700
선뜻 콩닥콩닥하게,KR,ko,산닷 공닥공닥하게,"willingly / readily repeated beating fast, pounding excitement (in a manner of...)",Pathomime (Emotion),Psychological / Emotion,REDUP(첩어・동일),sʌnt͈ɯs̚ kʰoŋtak̚kʰoŋtak̚hake,4,4,4,8,5,5,2600.0,8,#FFD700
단번에 콩닥콩닥하게,KR,ko,단반에 공닥공닥하게,"all at once / instantly repeated beating fast, pounding excitement (in a manner of...)",Pathomime (Emotion),Psychological / Emotion,REDUP(첩어・동일),tanpʌne kʰoŋtak̚kʰoŋtak̚hake,3,4,4,7,5,5,2900.0,8,#FFD700
한번에 콩닥콩닥하게,KR,ko,한반에 공닥공닥하게,"in a single burst repeated beating fast, pounding excitement (in a manner of...)",Pathomime (Emotion),Psychological / Emotion,REDUP(첩어・동일),hanpʌne kʰoŋtak̚kʰoŋtak̚hake,3,4,4,7,5,5,2900.0,8,#FFD700
살짝 콩닥한,KR,ko,살작 공닥한,"slightly / gently beating fast, pounding excitement (state or attribute of...)",Pathomime (Emotion),Psychological / Emotion,SUFFIX(어미변화),saltɕ͈ak̚ kʰoŋtak̚han,4,2,4,8,5,5,2600.0,8,#FFD700
슬쩍 콩닥한,KR,ko,살작 공닥한,"stealthily / quietly beating fast, pounding excitement (state or attribute of...)",Pathomime (Emotion),Psychological / Emotion,SUFFIX(어미변화),sɯltɕ͈ʌk̚ kʰoŋtak̚han,4,2,4,8,5,5,2600.0,8,#FFD700
선뜻 콩닥한,KR,ko,산닷 공닥한,"willingly / readily beating fast, pounding excitement (state or attribute of...)",Pathomime (Emotion),Psychological / Emotion,SUFFIX(어미변화),sʌnt͈ɯs̚ kʰoŋtak̚han,4,2,4,8,5,5,2600.0,8,#FFD700
단번에 콩닥한,KR,ko,단반에 공닥한,"all at once / instantly beating fast, pounding excitement (state or attribute of...)",Pathomime (Emotion),Psychological / Emotion,SUFFIX(어미변화),tanpʌne kʰoŋtak̚han,3,2,4,7,5,5,2900.0,8,#FFD700
한번에 콩닥한,KR,ko,한반에 공닥한,"in a single burst beating fast, pounding excitement (state or attribute of...)",Pathomime (Emotion),Psychological / Emotion,SUFFIX(어미변화),hanpʌne kʰoŋtak̚han,3,2,4,7,5,5,2900.0,8,#FFD700
살짝 콩닥콩닥한,KR,ko,살작 공닥공닥한,"slightly / gently repeated beating fast, pounding excitement (state or attribute of...)",Pathomime (Emotion),Psychological / Emotion,REDUP(첩어・동일),saltɕ͈ak̚ kʰoŋtak̚kʰoŋtak̚han,4,4,4,8,5,5,2600.0,8,#FFD700
슬쩍 콩닥콩닥한,KR,ko,살작 공닥공닥한,"stealthily / quietly repeated beating fast, pounding excitement (state or attribute of...)",Pathomime (Emotion),Psychological / Emotion,REDUP(첩어・동일),sɯltɕ͈ʌk̚ kʰoŋtak̚kʰoŋtak̚han,4,4,4,8,5,5,2600.0,8,#FFD700
선뜻 콩닥콩닥한,KR,ko,산닷 공닥공닥한,"willingly / readily repeated beating fast, pounding excitement (state or attribute of...)",Pathomime (Emotion),Psychological / Emotion,REDUP(첩어・동일),sʌnt͈ɯs̚ kʰoŋtak̚kʰoŋtak̚han,4,4,4,8,5,5,2600.0,8,#FFD700
단번에 콩닥콩닥한,KR,ko,단반에 공닥공닥한,"all at once / instantly repeated beating fast, pounding excitement (state or attribute of...)",Pathomime (Emotion),Psychological / Emotion,REDUP(첩어・동일),tanpʌne kʰoŋtak̚kʰoŋtak̚han,3,4,4,7,5,5,2900.0,8,#FFD700
한번에 콩닥콩닥한,KR,ko,한반에 공닥공닥한,"in a single burst repeated beating fast, pounding excitement (state or attribute of...)",Pathomime (Emotion),Psychological / Emotion,REDUP(첩어・동일),hanpʌne kʰoŋtak̚kʰoŋtak̚han,3,4,4,7,5,5,2900.0,8,#FFD700
살짝 콩닥스럽게,KR,ko,살작 공닥사랍게,"slightly / gently beating fast, pounding excitement (in a characteristic manner of...)",Pathomime (Emotion),Psychological / Emotion,SUFFIX(어미변화),saltɕ͈ak̚ kʰoŋtak̚sɯrʌp̚ke,4,2,4,8,5,5,2600.0,8,#FFD700
슬쩍 콩닥스럽게,KR,ko,살작 공닥사랍게,"stealthily / quietly beating fast, pounding excitement (in a characteristic manner of...)",Pathomime (Emotion),Psychological / Emotion,SUFFIX(어미변화),sɯltɕ͈ʌk̚ kʰoŋtak̚sɯrʌp̚ke,4,2,4,8,5,5,2600.0,8,#FFD700
선뜻 콩닥스럽게,KR,ko,산닷 공닥사랍게,"willingly / readily beating fast, pounding excitement (in a characteristic manner of...)",Pathomime (Emotion),Psychological / Emotion,SUFFIX(어미변화),sʌnt͈ɯs̚ kʰoŋtak̚sɯrʌp̚ke,4,2,4,8,5,5,2600.0,8,#FFD700
단번에 콩닥스럽게,KR,ko,단반에 공닥사랍게,"all at once / instantly beating fast, pounding excitement (in a characteristic manner of...)",Pathomime (Emotion),Psychological / Emotion,SUFFIX(어미변화),tanpʌne kʰoŋtak̚sɯrʌp̚ke,3,2,4,7,5,5,2900.0,8,#FFD700
한번에 콩닥스럽게,KR,ko,한반에 공닥사랍게,"in a single burst beating fast, pounding excitement (in a characteristic manner of...)",Pathomime (Emotion),Psychological / Emotion,SUFFIX(어미변화),hanpʌne kʰoŋtak̚sɯrʌp̚ke,3,2,4,7,5,5,2900.0,8,#FFD700
살짝 콩닥스러운,KR,ko,살작 공닥사라온,"slightly / gently beating fast, pounding excitement (characteristic state of...)",Pathomime (Emotion),Psychological / Emotion,SUFFIX(어미변화),saltɕ͈ak̚ kʰoŋtak̚sɯrʌun,4,2,4,8,5,5,2600.0,8,#FFD700
슬쩍 콩닥스러운,KR,ko,살작 공닥사라온,"stealthily / quietly beating fast, pounding excitement (characteristic state of...)",Pathomime (Emotion),Psychological / Emotion,SUFFIX(어미변화),sɯltɕ͈ʌk̚ kʰoŋtak̚sɯrʌun,4,2,4,8,5,5,2600.0,8,#FFD700
